part_number,model,training_usage_qty,std_dev_monthly_usage,avg_installed_base,installed_base_at_forecast,training_months,avg_monthly_usage,coefficient_of_variation,monthly_usage_rate_per_machine,raw_predicted_demand,adjusted_predicted_demand,demand_classification,forecast_reason,stock_on_hand,stock_on_order,stock_snapshot_date_used,current_stock_used,variability_buffer_pct,total_buffer_pct,safety_buffer,recommended_order,true_demand,predicted_demand,forecast_error,absolute_error,under_forecast_qty,over_forecast_qty,forecast_date,training_start,training_end,lead_time_start,lead_time_end,evaluation_start,evaluation_end
PN-1004,MODEL-B,8.0,2.0816659994661326,7.0,7.0,9,0.8888888888888888,2.341874249399399,0.12698412698412698,2.6666666666666665,2.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5854685623498498,0.8354685623498498,1.6709371246996996,4,0.0,2.0,2.0,2.0,0.0,2.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1005,MODEL-B,7.0,1.5275252316519468,7.0,7.0,9,0.7777777777777778,1.9639610121239315,0.1111111111111111,2.333333333333333,1.7499999999999998,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49099025303098287,0.7409902530309829,1.2967329428042198,4,1.0,1.7499999999999998,0.7499999999999998,0.7499999999999998,0.0,0.7499999999999998,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1006,MODEL-C,9.0,2.6457513110645907,1.0,1.0,9,1.0,2.6457513110645907,1.0,3.0,2.25,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6614378277661477,0.9114378277661477,2.0507351124738324,5,15.0,2.25,-12.75,12.75,12.75,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1007,MODEL-C,36.0,1.7888543819998317,1.0,1.0,9,4.0,0.4472135954999579,4.0,12.0,12.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.11180339887498948,0.36180339887498947,4.341640786499873,17,4.0,12.0,8.0,8.0,0.0,8.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1008,MODEL-C,15.0,1.7320508075688772,1.0,1.0,9,1.6666666666666667,1.0392304845413263,1.6666666666666667,5.0,5.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.25980762113533157,0.5098076211353315,2.5490381056766576,8,5.0,5.0,0.0,0.0,0.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1009,MODEL-D,11.0,2.1213203435596424,9.333333333333334,11.0,9,1.2222222222222223,1.7356257356397073,0.13095238095238096,4.321428571428571,3.2410714285714284,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.43390643390992684,0.6839064339099268,2.2165896027616374,6,2.0,3.2410714285714284,1.2410714285714284,1.2410714285714284,0.0,1.2410714285714284,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1010,MODEL-D,17.0,0.5,9.333333333333334,11.0,9,1.8888888888888888,0.2647058823529412,0.20238095238095238,6.678571428571429,6.678571428571429,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0661764705882353,0.3161764705882353,2.111607142857143,9,6.0,6.678571428571429,0.6785714285714288,0.6785714285714288,0.0,0.6785714285714288,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1011,MODEL-D,12.0,0.0,9.333333333333334,11.0,9,1.3333333333333333,0.0,0.14285714285714285,4.714285714285714,4.714285714285714,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.1785714285714286,6,0.0,4.714285714285714,4.714285714285714,4.714285714285714,0.0,4.714285714285714,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1012,MODEL-E,13.0,2.8867513459481287,3.6666666666666665,5.0,9,1.4444444444444444,1.9985201625794737,0.3939393939393939,5.909090909090909,4.431818181818182,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49963004064486843,0.7496300406448684,3.3222240437670303,8,0.0,4.431818181818182,4.431818181818182,4.431818181818182,0.0,4.431818181818182,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1013,MODEL-E,7.0,0.7071067811865476,3.6666666666666665,5.0,9,0.7777777777777778,0.9091372900969897,0.21212121212121213,3.1818181818181817,3.1818181818181817,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,1.5186319353044238,5,3.0,3.1818181818181817,0.18181818181818166,0.18181818181818166,0.0,0.18181818181818166,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1014,MODEL-E,7.0,1.5275252316519468,3.6666666666666665,5.0,9,0.7777777777777778,1.9639610121239315,0.21212121212121213,3.1818181818181817,2.3863636363636362,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49099025303098287,0.7409902530309829,1.7682721947330273,5,7.0,2.3863636363636362,-4.613636363636363,4.613636363636363,4.613636363636363,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1015,MODEL-F,8.0,1.5275252316519465,3.25,6.0,9,0.8888888888888888,1.71846588560844,0.27350427350427353,4.923076923076923,3.6923076923076925,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.42961647140211,0.67961647140211,2.5093531251770216,7,0.0,3.6923076923076925,3.6923076923076925,3.6923076923076925,0.0,3.6923076923076925,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1016,MODEL-F,7.0,0.7071067811865476,3.25,6.0,9,0.7777777777777778,0.9091372900969897,0.2393162393162393,4.307692307692307,4.307692307692307,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,2.055994004719835,7,0.0,4.307692307692307,4.307692307692307,4.307692307692307,0.0,4.307692307692307,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1017,MODEL-F,14.0,3.2145502536643185,3.25,6.0,9,1.5555555555555556,2.0664965916413474,0.4786324786324786,8.615384615384613,6.46153846153846,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5166241479103368,0.7666241479103368,4.953571417266791,12,5.0,6.46153846153846,1.46153846153846,1.46153846153846,0.0,1.46153846153846,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1018,MODEL-G,16.0,2.160246899469287,3.3333333333333335,5.0,9,1.7777777777777777,1.215138880951474,0.5333333333333333,8.0,8.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3037847202378685,0.5537847202378685,4.430277761902948,13,2.0,8.0,6.0,6.0,0.0,6.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1019,MODEL-G,12.0,1.8257418583505538,3.3333333333333335,5.0,9,1.3333333333333333,1.3693063937629155,0.39999999999999997,5.999999999999999,5.999999999999999,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3423265984407289,0.5923265984407289,3.553959590644373,10,2.0,5.999999999999999,3.999999999999999,3.999999999999999,0.0,3.999999999999999,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1020,MODEL-G,16.0,2.943920288775949,3.3333333333333335,5.0,9,1.7777777777777777,1.6559551624364712,0.5333333333333333,8.0,6.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.4139887906091178,0.6639887906091178,3.9839327436547065,10,0.0,6.0,6.0,6.0,0.0,6.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1021,MODEL-H,11.0,1.5275252316519468,0.0,0.0,9,1.2222222222222223,1.2497933713515927,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3124483428378982,0.5624483428378981,0.0,0,5.0,0.0,-5.0,5.0,5.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1022,MODEL-H,16.0,2.160246899469287,0.0,0.0,9,1.7777777777777777,1.215138880951474,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3037847202378685,0.5537847202378685,0.0,0,3.0,0.0,-3.0,3.0,3.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1023,MODEL-H,5.0,0.0,0.0,0.0,9,0.5555555555555556,0.0,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.0,0,21.0,0.0,-21.0,21.0,21.0,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1024,MODEL-I,18.0,0.0,5.0,6.0,9,2.0,0.0,0.4,7.200000000000001,7.200000000000001,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.8000000000000003,10,7.0,7.200000000000001,0.20000000000000107,0.20000000000000107,0.0,0.20000000000000107,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1025,MODEL-I,14.0,2.309401076758503,5.0,6.0,9,1.5555555555555556,1.4846149779161804,0.3111111111111111,5.6,5.6,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3711537444790451,0.6211537444790451,3.4784609690826525,10,3.0,5.6,2.5999999999999996,2.5999999999999996,0.0,2.5999999999999996,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1026,MODEL-I,3.0,0.0,5.0,6.0,9,0.3333333333333333,0.0,0.06666666666666667,1.2000000000000002,1.2000000000000002,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.30000000000000004,2,13.0,1.2000000000000002,-11.8,11.8,11.8,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1027,MODEL-J,9.0,1.2583057392117916,5.0,6.0,9,1.0,1.2583057392117916,0.2,3.6000000000000005,3.6000000000000005,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3145764348029479,0.5645764348029478,2.0324751652906126,6,0.0,3.6000000000000005,3.6000000000000005,3.6000000000000005,0.0,3.6000000000000005,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1028,MODEL-J,33.0,5.319774431308154,5.0,6.0,9,3.6666666666666665,1.4508475721749512,0.7333333333333333,13.2,13.2,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3627118930437378,0.6127118930437379,8.08779698817734,22,4.0,13.2,9.2,9.2,0.0,9.2,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1029,MODEL-J,11.0,2.0816659994661326,5.0,6.0,9,1.2222222222222223,1.703181272290472,0.24444444444444446,4.4,3.3000000000000003,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.425795318072618,0.675795318072618,2.2301245496396396,6,8.0,3.3000000000000003,-4.699999999999999,4.699999999999999,4.699999999999999,0.0,2025-02-01,2024-05-01,2025-02-01,2025-02-01,2025-05-02,2025-05-02,2025-07-31
PN-1000,MODEL-A,5.0,0.0,4.0,4.0,9,0.5555555555555556,0.0,0.1388888888888889,1.6666666666666667,1.6666666666666667,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.4166666666666667,3,7.0,1.6666666666666667,-5.333333333333333,5.333333333333333,5.333333333333333,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1001,MODEL-A,14.0,3.5118845842842465,4.0,4.0,9,1.5555555555555556,2.2576400898970155,0.3888888888888889,4.666666666666667,3.5,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5644100224742539,0.8144100224742539,2.8504350786598884,7,7.0,3.5,-3.5,3.5,3.5,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1002,MODEL-A,20.0,2.5495097567963922,4.0,4.0,9,2.2222222222222223,1.1472793905583765,0.5555555555555556,6.666666666666667,6.666666666666667,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.2868198476395941,0.5368198476395941,3.578798984263961,11,4.0,6.666666666666667,2.666666666666667,2.666666666666667,0.0,2.666666666666667,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1003,MODEL-B,8.0,2.8284271247461903,7.0,7.0,9,0.8888888888888888,3.1819805153394642,0.12698412698412698,2.6666666666666665,2.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,2.0,4,6.0,2.0,-4.0,4.0,4.0,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1004,MODEL-B,8.0,2.0816659994661326,7.0,7.0,9,0.8888888888888888,2.341874249399399,0.12698412698412698,2.6666666666666665,2.0,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5854685623498498,0.8354685623498498,1.6709371246996996,4,0.0,2.0,2.0,2.0,0.0,2.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1005,MODEL-B,7.0,1.5275252316519468,7.0,7.0,9,0.7777777777777778,1.9639610121239315,0.1111111111111111,2.333333333333333,1.7499999999999998,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49099025303098287,0.7409902530309829,1.2967329428042198,4,1.0,1.7499999999999998,0.7499999999999998,0.7499999999999998,0.0,0.7499999999999998,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1006,MODEL-C,13.0,2.217355782608345,1.0,1.0,9,1.4444444444444444,1.5350924648827005,1.4444444444444444,4.333333333333333,3.25,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.3837731162206751,0.6337731162206751,2.0597626277171943,6,15.0,3.25,-11.75,11.75,11.75,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1007,MODEL-C,30.0,1.9148542155126764,1.0,1.0,9,3.3333333333333335,0.574456264653803,3.3333333333333335,10.0,10.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.14361406616345074,0.39361406616345074,3.936140661634507,14,4.0,10.0,6.0,6.0,0.0,6.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1008,MODEL-C,15.0,1.7320508075688772,1.0,1.0,9,1.6666666666666667,1.0392304845413263,1.6666666666666667,5.0,5.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.25980762113533157,0.5098076211353315,2.5490381056766576,8,5.0,5.0,0.0,0.0,0.0,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1009,MODEL-D,21.0,3.0,9.333333333333334,11.0,9,2.3333333333333335,1.2857142857142856,0.25,8.25,8.25,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3214285714285714,0.5714285714285714,4.714285714285714,13,7.0,8.25,1.25,1.25,0.0,1.25,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1010,MODEL-D,23.0,0.8944271909999161,9.333333333333334,11.0,9,2.5555555555555554,0.3499932486521411,0.2738095238095238,9.035714285714285,9.035714285714285,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.08749831216303527,0.3374983121630353,3.049538320615997,13,6.0,9.035714285714285,3.0357142857142847,3.0357142857142847,0.0,3.0357142857142847,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1011,MODEL-D,12.0,0.0,9.333333333333334,11.0,9,1.3333333333333333,0.0,0.14285714285714285,4.714285714285714,4.714285714285714,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.1785714285714286,6,0.0,4.714285714285714,4.714285714285714,4.714285714285714,0.0,4.714285714285714,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1012,MODEL-E,7.0,3.5355339059327378,3.6666666666666665,5.0,9,0.7777777777777778,4.545686450484949,0.21212121212121213,3.1818181818181817,2.3863636363636362,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,2.3863636363636362,5,2.0,2.3863636363636362,0.38636363636363624,0.38636363636363624,0.0,0.38636363636363624,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1013,MODEL-E,7.0,0.7071067811865476,3.6666666666666665,5.0,9,0.7777777777777778,0.9091372900969897,0.21212121212121213,3.1818181818181817,3.1818181818181817,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,1.5186319353044238,5,6.0,3.1818181818181817,-2.8181818181818183,2.8181818181818183,2.8181818181818183,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1014,MODEL-E,9.0,2.6457513110645907,3.6666666666666665,5.0,9,1.0,2.6457513110645907,0.2727272727272727,4.090909090909091,3.0681818181818183,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.6614378277661477,0.9114378277661477,2.796456971555226,6,7.0,3.0681818181818183,-3.9318181818181817,3.9318181818181817,3.9318181818181817,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1015,MODEL-F,8.0,1.5275252316519465,4.75,7.0,9,0.8888888888888888,1.71846588560844,0.1871345029239766,3.9298245614035086,2.9473684210526314,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.42961647140211,0.67961647140211,2.0030801262377977,5,0.0,2.9473684210526314,2.9473684210526314,2.9473684210526314,0.0,2.9473684210526314,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1016,MODEL-F,7.0,0.7071067811865476,4.75,7.0,9,0.7777777777777778,0.9091372900969897,0.16374269005847952,3.43859649122807,3.43859649122807,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.22728432252424743,0.47728432252424746,1.641188196750044,6,0.0,3.43859649122807,3.43859649122807,3.43859649122807,0.0,3.43859649122807,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1017,MODEL-F,7.0,3.5355339059327378,4.75,7.0,9,0.7777777777777778,4.545686450484949,0.16374269005847952,3.43859649122807,2.5789473684210527,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.75,1.0,2.5789473684210527,6,5.0,2.5789473684210527,-2.4210526315789473,2.4210526315789473,2.4210526315789473,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1018,MODEL-G,16.0,2.160246899469287,4.5,5.0,9,1.7777777777777777,1.215138880951474,0.3950617283950617,5.925925925925926,5.925925925925926,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3037847202378685,0.5537847202378685,3.2816872310392204,10,5.0,5.925925925925926,0.9259259259259256,0.9259259259259256,0.0,0.9259259259259256,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1019,MODEL-G,7.0,1.5275252316519465,4.5,5.0,9,0.7777777777777778,1.9639610121239313,0.1728395061728395,2.5925925925925926,1.9444444444444444,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.4909902530309828,0.7409902530309829,1.4408143808935778,4,2.0,1.9444444444444444,-0.05555555555555558,0.05555555555555558,0.05555555555555558,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1020,MODEL-G,16.0,2.943920288775949,4.5,5.0,9,1.7777777777777777,1.6559551624364712,0.3950617283950617,5.925925925925926,4.444444444444445,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.4139887906091178,0.6639887906091178,2.951061291596079,8,0.0,4.444444444444445,4.444444444444445,4.444444444444445,0.0,4.444444444444445,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1021,MODEL-H,11.0,1.5275252316519468,0.0,0.0,9,1.2222222222222223,1.2497933713515927,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3124483428378982,0.5624483428378981,0.0,0,10.0,0.0,-10.0,10.0,10.0,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1022,MODEL-H,16.0,2.160246899469287,0.0,0.0,9,1.7777777777777777,1.215138880951474,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3037847202378685,0.5537847202378685,0.0,0,3.0,0.0,-3.0,3.0,3.0,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1023,MODEL-H,5.0,0.0,0.0,0.0,9,0.5555555555555556,0.0,0.0,0.0,0.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.0,0,31.0,0.0,-31.0,31.0,31.0,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1024,MODEL-I,12.0,0.0,5.0,6.0,9,1.3333333333333333,0.0,0.26666666666666666,4.800000000000001,4.800000000000001,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,1.2000000000000002,7,7.0,4.800000000000001,-2.1999999999999993,2.1999999999999993,2.1999999999999993,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1025,MODEL-I,22.0,2.516611478423583,5.0,6.0,9,2.4444444444444446,1.0295228775369203,0.48888888888888893,8.8,8.8,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.25738071938423007,0.5073807193842301,4.4649503305812255,14,8.0,8.8,0.8000000000000007,0.8000000000000007,0.0,0.8000000000000007,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1026,MODEL-I,3.0,0.0,5.0,6.0,9,0.3333333333333333,0.0,0.06666666666666667,1.2000000000000002,1.2000000000000002,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.30000000000000004,2,13.0,1.2000000000000002,-11.8,11.8,11.8,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1027,MODEL-J,9.0,1.2583057392117916,5.0,6.0,9,1.0,1.2583057392117916,0.2,3.6000000000000005,3.6000000000000005,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.3145764348029479,0.5645764348029478,2.0324751652906126,6,4.0,3.6000000000000005,-0.39999999999999947,0.39999999999999947,0.39999999999999947,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1028,MODEL-J,31.0,5.718391382198319,5.0,6.0,9,3.4444444444444446,1.6601781432188667,0.6888888888888889,12.399999999999999,9.299999999999999,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.4150445358047167,0.6650445358047167,6.1849141829838645,16,13.0,9.299999999999999,-3.700000000000001,3.700000000000001,3.700000000000001,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1029,MODEL-J,16.0,1.8257418583505538,5.0,6.0,9,1.7777777777777777,1.0269797953221866,0.35555555555555557,6.4,6.4,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.25674494883054666,0.5067449488305467,3.243167672515499,10,8.0,6.4,-1.5999999999999996,1.5999999999999996,1.5999999999999996,0.0,2025-03-01,2024-06-01,2025-03-01,2025-03-01,2025-05-30,2025-05-30,2025-08-28
PN-1000,MODEL-A,5.0,0.0,4.0,4.0,9,0.5555555555555556,0.0,0.1388888888888889,1.6666666666666667,1.6666666666666667,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.0,0.25,0.4166666666666667,3,5.0,1.6666666666666667,-3.333333333333333,3.333333333333333,3.333333333333333,0.0,2025-04-01,2024-07-01,2025-04-01,2025-04-01,2025-06-30,2025-06-30,2025-09-28
PN-1001,MODEL-A,14.0,3.5118845842842465,4.0,4.0,9,1.5555555555555556,2.2576400898970155,0.3888888888888889,4.666666666666667,3.5,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.5644100224742539,0.8144100224742539,2.8504350786598884,7,12.0,3.5,-8.5,8.5,8.5,0.0,2025-04-01,2024-07-01,2025-04-01,2025-04-01,2025-06-30,2025-06-30,2025-09-28
PN-1002,MODEL-A,18.0,2.6457513110645907,4.0,4.0,9,2.0,1.3228756555322954,0.5,6.0,6.0,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.33071891388307384,0.5807189138830738,3.4843134832984433,10,2.0,6.0,4.0,4.0,0.0,4.0,2025-04-01,2024-07-01,2025-04-01,2025-04-01,2025-06-30,2025-06-30,2025-09-28
PN-1003,MODEL-B,11.0,2.0816659994661326,8.0,9.0,9,1.2222222222222223,1.703181272290472,0.1527777777777778,4.125,3.09375,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.425795318072618,0.675795318072618,2.0907417652871616,6,10.0,3.09375,-6.90625,6.90625,6.90625,0.0,2025-04-01,2024-07-01,2025-04-01,2025-04-01,2025-06-30,2025-06-30,2025-09-28
PN-1004,MODEL-B,5.0,0.5773502691896257,8.0,9.0,9,0.5555555555555556,1.0392304845413263,0.06944444444444445,1.875,1.875,normal,time_normalized_usage_rate | no prior stock snapshot,0.0,0.0,0,0.0,0.25980762113533157,0.5098076211353315,0.9558892896287465,3,0.0,1.875,1.875,1.875,0.0,1.875,2025-04-01,2024-07-01,2025-04-01,2025-04-01,2025-06-30,2025-06-30,2025-09-28
PN-1005,MODEL-B,7.0,1.5275252316519468,8.0,9.0,9,0.7777777777777778,1.9639610121239315,0.09722222222222222,2.625,1.96875,volatile,high variability damped | no prior stock snapshot,0.0,0.0,0,0.0,0.49099025303098287,0.7409902530309829,1.4588245606547474,4,6.0,1.96875,-4.03125,4.03125,4.03125,0.0,2025-04-01,2024-07-01,2025-04-01,2025-04-01,2025-06-30,2025-06-30,2025-09-28
